ga:cityId,ga:dimension5
1018849,small town
1018850,small town
1018852,small town
1018855,small town
1018856,small town
1018858,small town
1018859,small town
1018860,small town
1018861,small town
1018864,small town
1018865,small town
1018866,small town
1018869,small town
1018870,small town
1018872,small town
1018873,small town
1018874,small town
1018875,small town
1018877,small town
1018879,small town
1018880,small town
1018881,small town
1018882,small town
1018883,small town
1018884,small town
1018885,small town
1018887,small town
1018888,small town
1018889,small town
1018890,small town
1018893,small town
1018894,small town
1018895,small town
1018896,small town
1018898,small town
1018899,small town
1018900,small town
1018901,small town
1018902,small town
1018903,small town
1018907,small town
1018911,small town
1018912,small town
1018913,small town
1018914,small town
1018915,small town
1018916,town
1018917,small town
1018918,small town
1018920,small town
1018922,small town
1018923,small town
1018925,small town
1018926,small town
1018927,small town
1018928,small town
1018929,small town
1018930,small town
1018931,small town
1018934,small town
1018935,small town
1018936,small town
1018938,small town
1018940,small town
1018942,small town
1018944,small town
1018946,small town
1018948,small town
1018949,small town
1018950,small town
1018951,small town
1018952,small town
1018953,small town
1018954,small town
1018955,small town
1018956,small town
1018958,small town
1018959,small town
1018960,small town
1018961,small town
1018962,small town
1018963,small town
1018965,small town
1018970,small town
1018974,small town
1018977,small town
1018979,small town
1018981,small town
1018982,small town
1018983,small town
1018985,small town
1018988,small town
1018990,small town
1018991,small town
1018992,small town
1018993,small town
1018994,small town
1018997,small town
1018998,small town
1018999,small town
1019000,small town
1019001,small town
1019002,small town
1019004,small town
1019005,small town
1019006,large town
1019007,small town
1019008,small town
1019009,small town
1019010,small town
1019011,small town
1019012,small town
1019013,small town
1019015,small town
1019016,small town
1019017,small town
1019020,small town
1019021,town
1019025,small town
1019028,small town
1019030,small town
1019031,small town
1019032,small town
1019033,small town
1019038,small town
1019040,small town
1019041,small town
1019042,small town
1019046,town
1019047,small town
1019048,small town
1019049,small town
1019050,small town
1019052,small town
1019053,small town
1019054,small town
1019055,small town
1019056,small town
1019057,small town
1019058,small town
1019059,small town
1019060,small town
1019062,small town
1019063,small town
1019064,small town
1019066,small town
1019067,small town
1019069,small town
1019070,small town
1019071,small town
1019073,small town
1019074,small town
1019075,small town
1019078,small town
1019079,small town
1019080,small town
1019082,small town
1019083,small town
1019084,small town
1019085,small town
1019086,small town
1019087,small town
1019088,small town
1019089,small town
1019090,small town
1019091,small town
1019096,small town
1019097,town
1019098,small town
1019099,small town
1019101,town
1019102,small town
1019103,small town
1019106,small town
1019107,small town
1019110,small town
1019112,small town
1019113,town
1019114,small town
1019116,small town
1019118,small town
1019119,small town
1019120,town
1019122,small town
1019123,small town
1019124,town
1019126,city
1019127,small town
1019128,small town
1019129,small town
1019131,small town
1019132,small town
1019133,town
1019134,small town
1019137,small town
1019138,small town
1019139,town
1019140,small town
1019141,small town
1019143,small town
1019144,large town
1019145,town
1019147,small town
1019149,small town
1019150,small town
1019151,small town
1019152,small town
1019154,small town
1019155,small town
1019156,small town
1019158,small town
1019160,small town
1019161,small town
1019162,small town
1019163,town
1019165,small town
1019166,small town
1019167,small town
1019168,small town
1019169,small town
1019170,small town
1019173,small town
1019174,small town
1019175,town
1019177,small town
1019178,small town
1019179,small town
1019180,small town
1019181,small town
1019182,small town
1019184,small town
1019185,town
1019186,town
1019188,small town
1019189,small town
1019191,small town
1019192,large town
1019193,small town
1019194,small town
1019195,small town
1019196,small town
1019197,small town
1019198,small town
1019199,small town
1019200,small town
1019201,small town
1019202,small town
1019203,small town
1019204,small town
1019205,small town
1019206,small town
1019207,small town
1019208,small town
1019209,small town
1019210,small town
1019211,small town
1019212,small town
1019213,small town
1019215,small town
1019216,small town
1019217,small town
1019218,small town
1019219,large town
1019220,large town
1019221,small town
1019222,small town
1019223,small town
1019224,small town
1019225,small town
1019226,small town
1019229,small town
1019231,small town
1019232,small town
1019235,small town
1019236,small town
1019237,small town
1019239,small town
1019240,small town
1019241,small town
1019243,town
1019244,large town
1019245,large town
1019246,small town
1019247,small town
1019248,small town
1019250,major city
1019251,town
9051833,town
1019252,small town
1019255,small town
1019256,small town
1019257,small town
1019259,small town
1019260,small town
1019261,small town
1019262,small town
1019263,small town
1019264,town
1019265,small town
1019266,town
1019268,small town
1019269,small town
1019270,small town
